scenario_id,ego_id,rule_STL,
DEU_LocationAUpper-33_35_T-1,16,R_G3,
DEU_LocationALower-37_98_T-1,15,R_G3,
DEU_LocationALower-37_98_T-1,18,R_G3,
DEU_LocationALower-37_98_T-1,20,R_G3,
DEU_LocationALower-37_98_T-1,23,R_G3,
DEU_LocationALower-37_98_T-1,24,R_G3,
DEU_LocationBLower-3_239_T-1,10,R_G3,
DEU_LocationALower-27_193_T-1,17,R_G3,
DEU_LocationCUpper-4_54_T-1,5,R_G3,
DEU_LocationALower-47_92_T-1,7,R_G3,
DEU_LocationALower-47_92_T-1,8,R_G3,
DEU_LocationALower-36_217_T-1,18,R_G3,
DEU_LocationELower-20_46_T-1,6,R_G3,
DEU_LocationAUpper-27_88_T-1,10,R_G3,
DEU_LocationDLower-9_187_T-1,9,R_G1,R_G3
DEU_LocationALower-48_191_T-1,21,R_G3,
DEU_LocationALower-55_4_T-1,22,R_G3,
DEU_LocationALower-55_4_T-1,24,R_G3,
DEU_LocationALower-33_176_T-1,13,R_G3,
DEU_LocationALower-35_104_T-1,10,R_G3,
DEU_LocationCUpper-6_272_T-1,7,R_G3,
DEU_LocationALower-41_75_T-1,5,R_G3,
DEU_LocationALower-41_75_T-1,14,R_G3,
DEU_LocationALower-27_102_T-1,7,R_G3,
DEU_LocationALower-27_102_T-1,10,R_G3,
DEU_LocationALower-27_285_T-1,14,R_G3,
DEU_LocationALower-50_223_T-1,6,R_G3,
DEU_LocationALower-46_55_T-1,14,R_G3,
DEU_LocationALower-57_93_T-1,10,R_G3,
DEU_LocationALower-42_212_T-1,10,R_G3,
DEU_LocationALower-44_19_T-1,9,R_G3,
DEU_LocationALower-44_19_T-1,11,R_G3,
DEU_LocationALower-39_138_T-1,11,R_G3,
DEU_LocationALower-54_209_T-1,11,R_G3,
DEU_LocationALower-54_209_T-1,12,R_G3,
DEU_LocationALower-54_209_T-1,23,R_G3,
DEU_LocationAUpper-29_271_T-1,7,R_G3,
DEU_LocationALower-42_160_T-1,7,R_G3,
DEU_LocationALower-42_160_T-1,10,R_G3,
DEU_LocationALower-42_160_T-1,14,R_G3,
DEU_LocationALower-53_199_T-1,11,R_G3,
DEU_LocationALower-53_199_T-1,15,R_G3,
DEU_LocationALower-53_199_T-1,19,R_G3,
DEU_LocationALower-40_45_T-1,6,R_G3,
DEU_LocationALower-31_39_T-1,9,R_G3,
DEU_LocationALower-31_39_T-1,15,R_G3,
DEU_LocationALower-31_39_T-1,16,R_G3,
DEU_LocationALower-39_76_T-1,12,R_G3,
DEU_LocationCLower-5_108_T-1,5,R_G3,
DEU_LocationCUpper-6_137_T-1,10,R_G3,
DEU_LocationALower-38_256_T-1,15,R_G3,
DEU_LocationALower-38_256_T-1,17,R_G3,
DEU_LocationALower-13_27_T-1,12,R_G3,
DEU_LocationALower-13_27_T-1,16,R_G3,
DEU_LocationALower-55_32_T-1,9,R_G3,
DEU_LocationBLower-3_60_T-1,10,R_G3,
DEU_LocationALower-52_72_T-1,9,R_G3,
DEU_LocationALower-52_72_T-1,15,R_G3,
DEU_LocationBLower-2_7_T-1,4,R_G3,
DEU_LocationALower-41_42_T-1,15,R_G3,
DEU_LocationAUpper-36_124_T-1,9,R_G3,
DEU_LocationAUpper-44_52_T-1,15,R_G3,
DEU_LocationAUpper-46_41_T-1,13,R_G3,
DEU_LocationALower-35_245_T-1,19,R_G3,
DEU_LocationALower-25_112_T-1,8,R_G3,
DEU_LocationALower-39_47_T-1,11,R_G3,
DEU_LocationALower-39_47_T-1,12,R_G3,
DEU_LocationALower-33_44_T-1,14,R_G3,
DEU_LocationALower-39_145_T-1,18,R_G3,
DEU_LocationALower-13_147_T-1,23,R_G3,
DEU_LocationALower-28_239_T-1,10,R_G3,
DEU_LocationALower-28_239_T-1,13,R_G3,
DEU_LocationAUpper-56_168_T-1,15,R_G3,
DEU_LocationALower-26_202_T-1,7,R_G3,
DEU_LocationALower-26_202_T-1,23,R_G3,
DEU_LocationALower-48_231_T-1,8,R_G3,
DEU_LocationAUpper-28_111_T-1,10,R_G3,
DEU_LocationAUpper-28_111_T-1,15,R_G3,
DEU_LocationALower-51_195_T-1,11,R_G3,
DEU_LocationALower-51_195_T-1,13,R_G3,
DEU_LocationAUpper-33_130_T-1,18,R_G3,
DEU_LocationALower-39_225_T-1,8,R_G3,
DEU_LocationALower-39_225_T-1,12,R_G3,
DEU_LocationALower-52_112_T-1,8,R_G3,
DEU_LocationALower-52_112_T-1,9,R_G3,
DEU_LocationALower-29_93_T-1,11,R_G3,
DEU_LocationALower-36_263_T-1,10,R_G3,
DEU_LocationALower-36_263_T-1,15,R_G1,R_G3
DEU_LocationALower-53_188_T-1,9,R_G3,
DEU_LocationALower-39_1_T-1,6,R_G3,
DEU_LocationALower-39_1_T-1,10,R_G3,
DEU_LocationALower-54_224_T-1,5,R_G3,
DEU_LocationALower-54_224_T-1,10,R_G3,
DEU_LocationALower-41_1_T-1,6,R_G3,
DEU_LocationALower-41_1_T-1,8,R_G3,
DEU_LocationALower-41_1_T-1,13,R_G3,
DEU_LocationALower-50_78_T-1,7,R_G3,
DEU_LocationALower-36_119_T-1,15,R_G3,
DEU_LocationALower-57_127_T-1,11,R_G3,
DEU_LocationDUpper-7_88_T-1,11,R_G3,
DEU_LocationALower-37_42_T-1,8,R_G1,R_G3
DEU_LocationALower-49_221_T-1,11,R_G3,
DEU_LocationALower-13_223_T-1,14,R_G3,
DEU_LocationALower-13_223_T-1,15,R_G3,
DEU_LocationCLower-6_76_T-1,6,R_G3,
DEU_LocationALower-46_131_T-1,21,R_G3,
DEU_LocationALower-39_114_T-1,19,R_G3,
DEU_LocationDLower-7_76_T-1,6,R_G3,
DEU_LocationALower-53_234_T-1,12,R_G3,
DEU_LocationALower-53_234_T-1,14,R_G3,
DEU_LocationALower-44_249_T-1,15,R_G3,
DEU_LocationALower-44_249_T-1,17,R_G3,
DEU_LocationDLower-8_235_T-1,5,R_G3,
DEU_LocationDLower-8_235_T-1,9,R_G3,
DEU_LocationAUpper-46_28_T-1,9,R_G3,
DEU_LocationALower-40_208_T-1,8,R_G3,
DEU_LocationALower-40_208_T-1,13,R_G3,
DEU_LocationALower-40_208_T-1,14,R_G3,
DEU_LocationALower-32_104_T-1,11,R_G3,
DEU_LocationALower-54_38_T-1,10,R_G3,
DEU_LocationALower-54_38_T-1,12,R_G3,
DEU_LocationALower-54_38_T-1,15,R_G3,
DEU_LocationALower-54_38_T-1,18,R_G3,
DEU_LocationALower-25_110_T-1,14,R_G3,
DEU_LocationALower-54_104_T-1,16,R_G3,
DEU_LocationALower-54_104_T-1,21,R_G3,
DEU_LocationALower-47_107_T-1,12,R_G3,
DEU_LocationALower-47_107_T-1,15,R_G3,
DEU_LocationALower-47_107_T-1,18,R_G3,
DEU_LocationAUpper-34_154_T-1,13,R_G3,
DEU_LocationALower-34_32_T-1,11,R_G3,
DEU_LocationALower-41_144_T-1,6,R_G3,
DEU_LocationALower-41_144_T-1,9,R_G3,
DEU_LocationALower-39_119_T-1,8,R_G3,
DEU_LocationALower-39_119_T-1,10,R_G3,
DEU_LocationBLower-2_64_T-1,8,R_G1,R_G3
DEU_LocationALower-37_261_T-1,10,R_G3,
DEU_LocationAUpper-44_167_T-1,29,R_G3,
DEU_LocationALower-29_169_T-1,10,R_G3,
DEU_LocationAUpper-46_125_T-1,8,R_G3,
DEU_LocationCLower-5_21_T-1,6,R_G3,
DEU_LocationAUpper-29_18_T-1,8,R_G3,
DEU_LocationALower-29_159_T-1,14,R_G3,
DEU_LocationALower-29_159_T-1,17,R_G3,
DEU_LocationALower-26_95_T-1,6,R_G3,
DEU_LocationAUpper-37_186_T-1,25,R_G3,
DEU_LocationALower-56_183_T-1,7,R_G3,
DEU_LocationALower-14_73_T-1,17,R_G3,
DEU_LocationALower-40_53_T-1,12,R_G3,
DEU_LocationALower-40_53_T-1,14,R_G3,
DEU_LocationAUpper-48_85_T-1,7,R_G3,
DEU_LocationALower-30_145_T-1,17,R_G3,
DEU_LocationALower-46_214_T-1,15,R_G3,
DEU_LocationALower-46_214_T-1,18,R_G3,
DEU_LocationALower-48_148_T-1,20,R_G3,
DEU_LocationALower-39_137_T-1,14,R_G3,
DEU_LocationALower-36_184_T-1,16,R_G3,
DEU_LocationALower-47_70_T-1,7,R_G3,
DEU_LocationALower-44_178_T-1,15,R_G3,
DEU_LocationALower-44_178_T-1,18,R_G3,
DEU_LocationALower-31_148_T-1,12,R_G3,
DEU_LocationALower-31_148_T-1,21,R_G3,
DEU_LocationALower-11_122_T-1,14,R_G3,
DEU_LocationALower-35_201_T-1,8,R_G3,
DEU_LocationALower-35_201_T-1,12,R_G3,
DEU_LocationAUpper-12_223_T-1,11,R_G3,
DEU_LocationALower-25_54_T-1,20,R_G3,
DEU_LocationALower-42_80_T-1,10,R_G3,
DEU_LocationALower-42_80_T-1,19,R_G3,
DEU_LocationALower-26_182_T-1,7,R_G3,
DEU_LocationALower-26_182_T-1,17,R_G3,
DEU_LocationALower-53_245_T-1,13,R_G3,
DEU_LocationFLower-60_201_T-1,9,R_G3,
DEU_LocationFLower-60_201_T-1,12,R_G3,
DEU_LocationALower-44_192_T-1,10,R_G3,
DEU_LocationALower-54_175_T-1,11,R_G3,
DEU_LocationALower-54_175_T-1,19,R_G3,
DEU_LocationALower-54_175_T-1,22,R_G3,
DEU_LocationALower-38_99_T-1,15,R_G3,
DEU_LocationALower-36_162_T-1,15,R_G3,
DEU_LocationALower-43_22_T-1,8,R_G1,R_G3
DEU_LocationALower-14_46_T-1,8,R_G3,
DEU_LocationALower-14_46_T-1,16,R_G3,
DEU_LocationALower-14_46_T-1,19,R_G3,
DEU_LocationALower-14_46_T-1,21,R_G3,
DEU_LocationALower-14_46_T-1,22,R_G3,
DEU_LocationALower-57_249_T-1,15,R_G3,
DEU_LocationALower-57_249_T-1,17,R_G3,
DEU_LocationAUpper-56_216_T-1,11,R_G3,
DEU_LocationALower-34_66_T-1,11,R_G3,
DEU_LocationALower-34_66_T-1,17,R_G3,
DEU_LocationAUpper-49_28_T-1,8,R_G3,
DEU_LocationALower-45_35_T-1,18,R_G3,
DEU_LocationALower-55_84_T-1,14,R_G3,
DEU_LocationALower-48_17_T-1,14,R_G3,
DEU_LocationALower-48_17_T-1,16,R_G3,
DEU_LocationAUpper-47_137_T-1,8,R_G3,
DEU_LocationAUpper-35_41_T-1,8,R_G3,
DEU_LocationALower-13_204_T-1,13,R_G3,
DEU_LocationALower-37_168_T-1,17,R_G3,
DEU_LocationALower-37_168_T-1,18,R_G3,
DEU_LocationALower-28_158_T-1,14,R_G3,
DEU_LocationALower-53_228_T-1,25,R_G3,
DEU_LocationAUpper-27_93_T-1,11,R_G3,
DEU_LocationAUpper-27_93_T-1,12,R_G3,
DEU_LocationAUpper-27_93_T-1,16,R_G3,
DEU_LocationALower-39_50_T-1,8,R_G3,
DEU_LocationAUpper-37_94_T-1,10,R_G3,
DEU_LocationAUpper-57_153_T-1,15,R_G3,
DEU_LocationALower-46_236_T-1,10,R_G3,
DEU_LocationALower-56_152_T-1,11,R_G3,
DEU_LocationALower-56_152_T-1,17,R_G3,
DEU_LocationALower-43_205_T-1,15,R_G3,
DEU_LocationALower-43_205_T-1,18,R_G3,
DEU_LocationALower-46_216_T-1,13,R_G3,
DEU_LocationALower-53_244_T-1,16,R_G3,
DEU_LocationAUpper-28_262_T-1,9,R_G3,
DEU_LocationAUpper-50_210_T-1,15,R_G3,
DEU_LocationALower-39_18_T-1,7,R_G3,
DEU_LocationALower-39_18_T-1,8,R_G3,
DEU_LocationALower-39_18_T-1,9,R_G3,
DEU_LocationALower-40_22_T-1,10,R_G3,
DEU_LocationALower-40_22_T-1,11,R_G3,
DEU_LocationAUpper-32_43_T-1,11,R_G3,
DEU_LocationALower-55_181_T-1,14,R_G3,
DEU_LocationALower-55_181_T-1,15,R_G3,
DEU_LocationALower-50_222_T-1,7,R_G3,
DEU_LocationALower-50_222_T-1,12,R_G3,
DEU_LocationAUpper-36_231_T-1,16,R_G3,
DEU_LocationELower-19_193_T-1,9,R_G3,
DEU_LocationAUpper-48_65_T-1,14,R_G1,R_G3
DEU_LocationALower-45_66_T-1,11,R_G3,
DEU_LocationCLower-5_95_T-1,6,R_G3,
DEU_LocationAUpper-28_302_T-1,11,R_G3,
DEU_LocationAUpper-28_302_T-1,14,R_G3,
DEU_LocationALower-14_45_T-1,11,R_G3,
DEU_LocationALower-14_45_T-1,16,R_G3,
DEU_LocationALower-36_95_T-1,12,R_G3,
DEU_LocationALower-36_95_T-1,15,R_G3,
DEU_LocationALower-11_17_T-1,12,R_G3,
DEU_LocationALower-11_17_T-1,15,R_G3,
DEU_LocationALower-11_17_T-1,18,R_G3,
DEU_LocationAUpper-33_209_T-1,13,R_G3,
DEU_LocationAUpper-36_258_T-1,10,R_G3,
DEU_LocationALower-56_180_T-1,14,R_G3,
DEU_LocationALower-44_206_T-1,7,R_G3,
DEU_LocationALower-44_206_T-1,18,R_G3,
DEU_LocationALower-44_206_T-1,24,R_G3,
DEU_LocationALower-46_63_T-1,14,R_G3,
DEU_LocationALower-43_8_T-1,16,R_G3,
DEU_LocationDLower-9_212_T-1,13,R_G3,
DEU_LocationDUpper-9_94_T-1,10,R_G3,
DEU_LocationBLower-1_125_T-1,9,R_G3,
DEU_LocationALower-14_126_T-1,9,R_G3,
DEU_LocationALower-14_126_T-1,10,R_G3,
DEU_LocationALower-14_126_T-1,12,R_G3,
DEU_LocationCUpper-4_24_T-1,6,R_G3,
DEU_LocationCUpper-4_24_T-1,9,R_G3,
DEU_LocationELower-24_3_T-1,7,R_G3,
DEU_LocationDUpper-8_215_T-1,8,R_G3,
DEU_LocationDUpper-8_215_T-1,19,R_G3,
DEU_LocationALower-38_216_T-1,13,R_G3,
DEU_LocationALower-42_85_T-1,13,R_G3,
DEU_LocationALower-13_187_T-1,16,R_G3,
DEU_LocationALower-32_190_T-1,15,R_G3,
DEU_LocationALower-12_161_T-1,16,R_G3,
DEU_LocationALower-12_161_T-1,17,R_G3,
DEU_LocationALower-42_67_T-1,7,R_G3,
DEU_LocationALower-42_67_T-1,8,R_G3,
DEU_LocationALower-49_130_T-1,13,R_G3,
DEU_LocationAUpper-30_263_T-1,11,R_G3,
DEU_LocationALower-42_2_T-1,10,R_G3,
DEU_LocationALower-53_224_T-1,18,R_G3,
DEU_LocationALower-53_224_T-1,20,R_G3,
DEU_LocationALower-30_203_T-1,13,R_G3,
DEU_LocationALower-45_195_T-1,9,R_G3,
DEU_LocationALower-45_195_T-1,10,R_G3,
DEU_LocationALower-45_195_T-1,12,R_G3,
DEU_LocationALower-45_195_T-1,13,R_G3,
DEU_LocationAUpper-51_87_T-1,14,R_G3,
DEU_LocationALower-29_201_T-1,8,R_G3,
DEU_LocationAUpper-52_36_T-1,10,R_G3,
DEU_LocationDLower-7_98_T-1,10,R_G3,
DEU_LocationALower-55_154_T-1,16,R_G3,
DEU_LocationALower-41_91_T-1,15,R_G3,
DEU_LocationALower-49_227_T-1,17,R_G3,
DEU_LocationCLower-5_83_T-1,10,R_G3,
DEU_LocationALower-55_109_T-1,14,R_G3,
DEU_LocationALower-55_109_T-1,16,R_G3,
DEU_LocationAUpper-55_254_T-1,15,R_G3,
DEU_LocationAUpper-37_200_T-1,15,R_G3,
DEU_LocationALower-39_194_T-1,15,R_G3,
DEU_LocationALower-39_194_T-1,16,R_G3,
DEU_LocationALower-29_233_T-1,16,R_G3,
DEU_LocationALower-51_32_T-1,21,R_G3,
DEU_LocationALower-50_120_T-1,11,R_G3,
DEU_LocationALower-50_120_T-1,17,R_G3,
DEU_LocationALower-41_199_T-1,6,R_G3,
DEU_LocationALower-41_199_T-1,7,R_G3,
DEU_LocationALower-41_199_T-1,14,R_G3,
DEU_LocationALower-41_52_T-1,8,R_G3,
DEU_LocationALower-41_52_T-1,9,R_G3,
DEU_LocationAUpper-31_13_T-1,13,R_G3,
DEU_LocationAUpper-54_35_T-1,8,R_G3,
DEU_LocationALower-57_227_T-1,16,R_G3,
DEU_LocationEUpper-20_155_T-1,10,R_G3,
DEU_LocationALower-51_119_T-1,10,R_G3,
DEU_LocationALower-51_119_T-1,16,R_G3,
DEU_LocationALower-55_176_T-1,9,R_G3,
DEU_LocationALower-48_41_T-1,10,R_G3,
DEU_LocationALower-39_212_T-1,8,R_G3,
DEU_LocationALower-39_212_T-1,21,R_G1,R_G3
DEU_LocationALower-35_210_T-1,9,R_G3,
DEU_LocationALower-47_122_T-1,10,R_G3,
DEU_LocationCLower-5_137_T-1,6,R_G3,
DEU_LocationALower-50_176_T-1,15,R_G3,
DEU_LocationALower-45_185_T-1,19,R_G3,
DEU_LocationALower-45_185_T-1,21,R_G3,
DEU_LocationALower-41_170_T-1,13,R_G3,
DEU_LocationALower-41_170_T-1,14,R_G3,
DEU_LocationAUpper-49_34_T-1,15,R_G3,
DEU_LocationALower-57_19_T-1,6,R_G3,
DEU_LocationALower-57_19_T-1,13,R_G3,
DEU_LocationALower-52_107_T-1,12,R_G3,
DEU_LocationAUpper-29_187_T-1,6,R_G3,
DEU_LocationALower-32_32_T-1,12,R_G3,
DEU_LocationFLower-60_24_T-1,12,R_G3,
DEU_LocationALower-57_68_T-1,15,R_G3,
DEU_LocationALower-57_68_T-1,18,R_G3,
DEU_LocationALower-36_280_T-1,14,R_G3,
DEU_LocationALower-33_91_T-1,15,R_G3,
DEU_LocationALower-55_90_T-1,7,R_G3,
DEU_LocationALower-13_260_T-1,10,R_G3,
DEU_LocationALower-13_260_T-1,11,R_G3,
DEU_LocationALower-12_46_T-1,10,R_G3,
DEU_LocationALower-44_10_T-1,7,R_G3,
DEU_LocationALower-44_10_T-1,14,R_G3,
DEU_LocationALower-44_10_T-1,20,R_G3,
DEU_LocationALower-51_140_T-1,8,R_G3,
DEU_LocationALower-51_140_T-1,14,R_G3,
DEU_LocationALower-44_52_T-1,16,R_G3,
DEU_LocationALower-44_52_T-1,17,R_G3,
DEU_LocationALower-56_50_T-1,12,R_G3,
DEU_LocationALower-56_50_T-1,21,R_G3,
DEU_LocationAUpper-52_140_T-1,14,R_G3,
DEU_LocationFLower-58_85_T-1,9,R_G3,
DEU_LocationALower-51_160_T-1,14,R_G1,R_G3
DEU_LocationALower-13_142_T-1,19,R_G3,
DEU_LocationALower-36_25_T-1,6,R_G3,
DEU_LocationALower-36_25_T-1,22,R_G3,
DEU_LocationALower-44_29_T-1,6,R_G3,
DEU_LocationALower-44_29_T-1,11,R_G3,
DEU_LocationALower-44_29_T-1,13,R_G3,
DEU_LocationELower-17_114_T-1,7,R_G3,
DEU_LocationDLower-7_20_T-1,8,R_G3,
DEU_LocationALower-54_14_T-1,15,R_G3,
DEU_LocationALower-47_96_T-1,15,R_G3,
DEU_LocationALower-47_96_T-1,19,R_G3,
DEU_LocationALower-28_125_T-1,19,R_G3,
DEU_LocationALower-12_175_T-1,14,R_G3,
DEU_LocationALower-12_175_T-1,16,R_G3,
DEU_LocationALower-12_175_T-1,17,R_G3,
DEU_LocationALower-12_175_T-1,18,R_G3,
DEU_LocationALower-12_175_T-1,19,R_G3,
DEU_LocationALower-12_55_T-1,13,R_G3,
DEU_LocationALower-12_55_T-1,14,R_G3,
DEU_LocationALower-57_45_T-1,9,R_G3,
DEU_LocationALower-54_41_T-1,9,R_G3,
DEU_LocationALower-54_41_T-1,11,R_G3,
DEU_LocationALower-54_41_T-1,12,R_G3,
DEU_LocationALower-53_87_T-1,11,R_G3,
DEU_LocationALower-53_87_T-1,14,R_G3,
DEU_LocationCLower-4_34_T-1,5,R_G3,
DEU_LocationAUpper-46_89_T-1,14,R_G3,
DEU_LocationAUpper-46_89_T-1,16,R_G3,
DEU_LocationEUpper-19_77_T-1,3,R_G3,
DEU_LocationALower-14_98_T-1,12,R_G3,
DEU_LocationELower-23_73_T-1,8,R_G3,
DEU_LocationALower-30_227_T-1,19,R_G3,
DEU_LocationALower-25_176_T-1,23,R_G3,
DEU_LocationALower-44_236_T-1,14,R_G3,
DEU_LocationFLower-60_137_T-1,11,R_G3,
DEU_LocationALower-28_204_T-1,12,R_G1,R_G3
DEU_LocationAUpper-28_78_T-1,9,R_G3,
DEU_LocationALower-41_33_T-1,9,R_G3,
DEU_LocationALower-41_33_T-1,10,R_G3,
DEU_LocationALower-41_33_T-1,11,R_G3,
DEU_LocationALower-40_73_T-1,13,R_G3,
DEU_LocationALower-40_73_T-1,15,R_G3,
DEU_LocationALower-55_24_T-1,12,R_G3,
DEU_LocationALower-37_225_T-1,23,R_G3,
DEU_LocationALower-37_106_T-1,8,R_G3,
DEU_LocationALower-48_34_T-1,16,R_G3,
DEU_LocationALower-48_34_T-1,17,R_G1,R_G3
DEU_LocationELower-17_130_T-1,10,R_G3,
DEU_LocationALower-39_154_T-1,12,R_G3,
DEU_LocationALower-39_154_T-1,18,R_G3,
DEU_LocationALower-39_154_T-1,23,R_G3,
DEU_LocationAUpper-26_255_T-1,12,R_G3,
DEU_LocationAUpper-11_37_T-1,20,R_G3,
DEU_LocationALower-38_200_T-1,18,R_G3,
DEU_LocationALower-14_9_T-1,8,R_G3,
DEU_LocationALower-14_9_T-1,9,R_G3,
DEU_LocationALower-14_9_T-1,13,R_G3,
DEU_LocationALower-30_272_T-1,10,R_G3,
DEU_LocationCUpper-4_60_T-1,13,R_G3,
DEU_LocationALower-28_126_T-1,17,R_G3,
DEU_LocationALower-35_88_T-1,12,R_G3,
DEU_LocationAUpper-42_6_T-1,9,R_G3,
DEU_LocationALower-45_172_T-1,15,R_G3,
DEU_LocationELower-23_9_T-1,7,R_G3,
DEU_LocationAUpper-32_63_T-1,5,R_G3,
DEU_LocationAUpper-32_63_T-1,21,R_G1,R_G3
DEU_LocationALower-36_268_T-1,11,R_G3,
DEU_LocationALower-36_268_T-1,15,R_G3,
DEU_LocationALower-36_203_T-1,25,R_G3,
DEU_LocationCLower-4_261_T-1,9,R_G3,
DEU_LocationALower-52_132_T-1,13,R_G3,
DEU_LocationALower-52_132_T-1,17,R_G3,
DEU_LocationALower-52_132_T-1,18,R_G3,
DEU_LocationALower-39_285_T-1,11,R_G3,
DEU_LocationALower-39_285_T-1,13,R_G3,
DEU_LocationALower-39_104_T-1,5,R_G3,
DEU_LocationALower-39_104_T-1,12,R_G3,
DEU_LocationAUpper-35_50_T-1,15,R_G3,
DEU_LocationAUpper-35_50_T-1,16,R_G3,
DEU_LocationALower-42_235_T-1,8,R_G3,
DEU_LocationALower-42_235_T-1,10,R_G3,
DEU_LocationALower-42_235_T-1,13,R_G3,
DEU_LocationAUpper-27_138_T-1,13,R_G3,
DEU_LocationALower-43_72_T-1,11,R_G3,
DEU_LocationALower-42_164_T-1,19,R_G3,
DEU_LocationALower-54_85_T-1,5,R_G3,
DEU_LocationALower-54_85_T-1,14,R_G3,
DEU_LocationAUpper-49_70_T-1,16,R_G3,
DEU_LocationALower-32_105_T-1,11,R_G3,
DEU_LocationFLower-60_217_T-1,5,R_G3,
DEU_LocationALower-30_51_T-1,13,R_G3,
DEU_LocationALower-27_157_T-1,10,R_G3,
DEU_LocationALower-53_117_T-1,12,R_G3,
DEU_LocationALower-30_207_T-1,18,R_G3,
DEU_LocationALower-35_86_T-1,13,R_G3,
DEU_LocationAUpper-14_32_T-1,17,R_G3,
DEU_LocationAUpper-14_32_T-1,19,R_G3,
DEU_LocationALower-29_158_T-1,13,R_G3,
DEU_LocationALower-46_192_T-1,10,R_G3,
DEU_LocationALower-46_192_T-1,11,R_G3,
DEU_LocationALower-46_192_T-1,13,R_G3,
DEU_LocationALower-46_192_T-1,15,R_G3,
DEU_LocationALower-43_169_T-1,15,R_G3,
DEU_LocationALower-12_94_T-1,10,R_G3,
DEU_LocationALower-28_174_T-1,11,R_G3,
DEU_LocationELower-19_195_T-1,8,R_G3,
DEU_LocationCLower-5_200_T-1,9,R_G3,
DEU_LocationALower-44_284_T-1,8,R_G3,
DEU_LocationALower-44_284_T-1,14,R_G3,
DEU_LocationALower-41_14_T-1,7,R_G3,
DEU_LocationALower-41_14_T-1,10,R_G3,
DEU_LocationALower-41_14_T-1,25,R_G3,
DEU_LocationALower-35_68_T-1,5,R_G3,
DEU_LocationALower-35_68_T-1,12,R_G3,
DEU_LocationALower-28_54_T-1,7,R_G3,
DEU_LocationALower-48_144_T-1,18,R_G3,
DEU_LocationALower-40_34_T-1,17,R_G3,
DEU_LocationALower-36_17_T-1,17,R_G3,
DEU_LocationALower-36_17_T-1,18,R_G3,
DEU_LocationALower-36_17_T-1,20,R_G3,
DEU_LocationAUpper-30_210_T-1,8,R_G1,R_G3
DEU_LocationALower-49_245_T-1,15,R_G3,
DEU_LocationALower-36_290_T-1,11,R_G3,
DEU_LocationALower-30_183_T-1,11,R_G3,
DEU_LocationALower-30_183_T-1,19,R_G3,
DEU_LocationCLower-5_49_T-1,7,R_G3,
DEU_LocationALower-49_92_T-1,8,R_G3,
DEU_LocationALower-49_92_T-1,16,R_G3,
DEU_LocationALower-42_238_T-1,7,R_G3,
DEU_LocationALower-42_238_T-1,9,R_G3,
DEU_LocationAUpper-48_138_T-1,8,R_G3,
DEU_LocationALower-12_86_T-1,6,R_G3,
DEU_LocationALower-12_86_T-1,11,R_G3,
DEU_LocationALower-12_86_T-1,12,R_G3,
DEU_LocationALower-12_86_T-1,13,R_G3,
DEU_LocationALower-43_7_T-1,14,R_G3,
DEU_LocationALower-43_7_T-1,15,R_G3,
DEU_LocationALower-43_7_T-1,16,R_G3,
DEU_LocationALower-13_133_T-1,8,R_G3,
DEU_LocationALower-13_133_T-1,15,R_G3,
DEU_LocationALower-13_133_T-1,17,R_G3,
DEU_LocationALower-47_72_T-1,7,R_G3,
DEU_LocationALower-45_199_T-1,10,R_G3,
DEU_LocationALower-49_56_T-1,14,R_G3,
DEU_LocationALower-49_56_T-1,15,R_G3,
DEU_LocationALower-57_112_T-1,11,R_G1,R_G3
DEU_LocationALower-56_141_T-1,14,R_G3,
DEU_LocationALower-53_252_T-1,12,R_G3,
DEU_LocationALower-42_127_T-1,19,R_G3,
DEU_LocationALower-43_219_T-1,12,R_G3,
DEU_LocationALower-30_101_T-1,12,R_G3,
DEU_LocationALower-31_135_T-1,11,R_G3,
DEU_LocationALower-44_251_T-1,15,R_G3,
DEU_LocationALower-44_251_T-1,17,R_G3,
DEU_LocationALower-40_254_T-1,14,R_G3,
DEU_LocationALower-40_254_T-1,18,R_G3,
DEU_LocationALower-49_15_T-1,10,R_G3,
DEU_LocationALower-41_266_T-1,18,R_G3,
DEU_LocationALower-45_122_T-1,8,R_G3,
DEU_LocationALower-45_122_T-1,10,R_G3,
DEU_LocationALower-45_122_T-1,13,R_G3,
DEU_LocationALower-45_122_T-1,16,R_G3,
DEU_LocationALower-45_122_T-1,18,R_G3,
DEU_LocationALower-33_199_T-1,15,R_G3,
DEU_LocationALower-46_195_T-1,9,R_G3,
DEU_LocationALower-46_195_T-1,11,R_G3,
DEU_LocationALower-45_5_T-1,15,R_G3,
DEU_LocationAUpper-28_37_T-1,14,R_G3,
DEU_LocationALower-32_102_T-1,8,R_G3,
DEU_LocationALower-11_107_T-1,12,R_G3,
DEU_LocationALower-11_107_T-1,15,R_G3,
DEU_LocationAUpper-53_216_T-1,27,R_G3,
DEU_LocationAUpper-33_115_T-1,6,R_G3,
DEU_LocationBLower-3_94_T-1,8,R_G3,
DEU_LocationALower-38_39_T-1,8,R_G3,
DEU_LocationALower-38_39_T-1,16,R_G3,
DEU_LocationALower-38_39_T-1,19,R_G3,
DEU_LocationALower-46_143_T-1,8,R_G3,
DEU_LocationALower-39_220_T-1,12,R_G3,
DEU_LocationALower-39_220_T-1,13,R_G1,R_G3
DEU_LocationALower-39_220_T-1,14,R_G3,
