scenario_id,ego_id,rule
DEU_LocationALower-53_13_T-1,18,R_G1
DEU_LocationBUpper-2_6_T-1,9,R_G1
DEU_LocationBUpper-3_9_T-1,10,R_G1
DEU_LocationAUpper-44_31_T-1,8,R_G1
DEU_LocationAUpper-14_40_T-1,9,R_G1
DEU_LocationFLower-58_12_T-1,10,R_G1
DEU_LocationAUpper-47_3_T-1,16,R_G1
DEU_LocationALower-53_17_T-1,19,R_G1
DEU_LocationALower-44_35_T-1,6,R_G1
DEU_LocationALower-44_35_T-1,15,R_G1
DEU_LocationALower-25_30_T-1,10,R_G1
DEU_LocationALower-25_30_T-1,17,R_G1
DEU_LocationALower-25_30_T-1,23,R_G1
DEU_LocationFUpper-60_6_T-1,12,R_G1
DEU_LocationALower-50_22_T-1,10,R_G1
DEU_LocationDLower-8_36_T-1,13,R_G1
DEU_LocationCLower-6_45_T-1,7,R_G1
DEU_LocationCLower-6_45_T-1,9,R_G1
DEU_LocationCLower-6_45_T-1,11,R_G1
DEU_LocationAUpper-48_7_T-1,15,R_G1
DEU_LocationFUpper-58_11_T-1,8,R_G1
DEU_LocationFUpper-58_11_T-1,11,R_G1
DEU_LocationFUpper-58_11_T-1,13,R_G1
DEU_LocationFUpper-58_11_T-1,15,R_G1
DEU_LocationALower-30_47_T-1,9,R_G1
DEU_LocationALower-56_22_T-1,15,R_G1
DEU_LocationALower-56_22_T-1,16,R_G1
DEU_LocationAUpper-11_8_T-1,25,R_G1
DEU_LocationAUpper-11_8_T-1,32,R_G1
DEU_LocationAUpper-11_8_T-1,34,R_G1
DEU_LocationALower-56_41_T-1,18,R_G1
DEU_LocationELower-24_45_T-1,8,R_G1
DEU_LocationELower-20_9_T-1,15,R_G1
DEU_LocationALower-43_19_T-1,11,R_G1
DEU_LocationALower-54_5_T-1,11,R_G1
DEU_LocationALower-54_5_T-1,14,R_G1
DEU_LocationALower-54_5_T-1,16,R_G1
DEU_LocationALower-54_5_T-1,23,R_G1
DEU_LocationALower-54_5_T-1,26,R_G1
DEU_LocationALower-31_21_T-1,13,R_G1
DEU_LocationALower-31_21_T-1,18,R_G1
DEU_LocationALower-31_21_T-1,23,R_G1
DEU_LocationALower-50_44_T-1,9,R_G1
DEU_LocationALower-52_51_T-1,6,R_G1
DEU_LocationALower-52_51_T-1,12,R_G1
DEU_LocationFUpper-60_29_T-1,9,R_G1
DEU_LocationAUpper-39_3_T-1,10,R_G1
DEU_LocationALower-53_53_T-1,8,R_G1
DEU_LocationALower-53_53_T-1,19,R_G1
DEU_LocationAUpper-40_4_T-1,19,R_G1
DEU_LocationALower-35_44_T-1,16,R_G1
DEU_LocationALower-35_44_T-1,21,R_G1
DEU_LocationCUpper-5_10_T-1,11,R_G1
DEU_LocationCUpper-6_61_T-1,9,R_G1
DEU_LocationALower-38_55_T-1,17,R_G1
DEU_LocationAUpper-37_9_T-1,14,R_G1
DEU_LocationALower-37_41_T-1,11,R_G1
DEU_LocationALower-37_41_T-1,14,R_G1
DEU_LocationALower-52_5_T-1,11,R_G1
DEU_LocationALower-53_43_T-1,8,R_G1
DEU_LocationDLower-9_10_T-1,7,R_G1
DEU_LocationDLower-9_10_T-1,14,R_G1
DEU_LocationEUpper-24_30_T-1,10,R_G1
DEU_LocationALower-13_27_T-1,12,R_G1
DEU_LocationALower-50_56_T-1,17,R_G1
DEU_LocationALower-29_48_T-1,13,R_G1
DEU_LocationAUpper-38_46_T-1,13,R_G1
DEU_LocationAUpper-38_46_T-1,17,R_G1
DEU_LocationDLower-9_38_T-1,8,R_G1
DEU_LocationDLower-9_38_T-1,14,R_G1
DEU_LocationBLower-3_37_T-1,7,R_G1
DEU_LocationBLower-3_37_T-1,8,R_G1
DEU_LocationALower-56_27_T-1,19,R_G1
DEU_LocationALower-56_27_T-1,24,R_G1
DEU_LocationELower-15_34_T-1,7,R_G1
DEU_LocationALower-51_11_T-1,15,R_G1
DEU_LocationALower-28_19_T-1,6,R_G1
DEU_LocationAUpper-25_42_T-1,20,R_G1
DEU_LocationEUpper-24_39_T-1,12,R_G1
DEU_LocationEUpper-24_39_T-1,17,R_G1
DEU_LocationAUpper-26_28_T-1,23,R_G1
DEU_LocationAUpper-26_28_T-1,25,R_G1
DEU_LocationAUpper-26_28_T-1,26,R_G1
DEU_LocationAUpper-48_25_T-1,16,R_G1
DEU_LocationAUpper-48_25_T-1,19,R_G1
DEU_LocationDUpper-8_17_T-1,5,R_G1
DEU_LocationAUpper-48_32_T-1,16,R_G1
DEU_LocationAUpper-48_32_T-1,18,R_G1
DEU_LocationALower-46_33_T-1,16,R_G1
DEU_LocationALower-46_33_T-1,24,R_G1
DEU_LocationALower-44_50_T-1,12,R_G1
DEU_LocationALower-44_50_T-1,16,R_G1
DEU_LocationALower-44_50_T-1,22,R_G1
DEU_LocationAUpper-43_32_T-1,14,R_G1
DEU_LocationAUpper-43_32_T-1,23,R_G1
DEU_LocationAUpper-43_32_T-1,24,R_G1
DEU_LocationALower-50_4_T-1,15,R_G1
DEU_LocationALower-50_4_T-1,16,R_G1
DEU_LocationFLower-60_31_T-1,9,R_G1
DEU_LocationFLower-60_31_T-1,13,R_G1
DEU_LocationDLower-9_20_T-1,9,R_G1
DEU_LocationAUpper-28_40_T-1,16,R_G1
DEU_LocationAUpper-28_40_T-1,17,R_G1
DEU_LocationAUpper-28_40_T-1,19,R_G1
DEU_LocationAUpper-50_29_T-1,12,R_G1
DEU_LocationAUpper-50_29_T-1,17,R_G1
DEU_LocationEUpper-20_32_T-1,12,R_G1
DEU_LocationEUpper-20_32_T-1,13,R_G1
DEU_LocationELower-17_2_T-1,17,R_G1
DEU_LocationAUpper-26_52_T-1,15,R_G1
DEU_LocationCLower-5_38_T-1,9,R_G1
DEU_LocationALower-33_30_T-1,8,R_G1
DEU_LocationALower-33_30_T-1,16,R_G1
DEU_LocationALower-33_30_T-1,19,R_G1
DEU_LocationALower-35_22_T-1,13,R_G1
DEU_LocationALower-35_22_T-1,14,R_G1
DEU_LocationAUpper-50_7_T-1,16,R_G1
DEU_LocationAUpper-12_43_T-1,12,R_G1
DEU_LocationAUpper-12_43_T-1,25,R_G1
DEU_LocationAUpper-12_43_T-1,27,R_G1
DEU_LocationAUpper-12_43_T-1,28,R_G1
DEU_LocationALower-54_45_T-1,16,R_G1
DEU_LocationALower-33_40_T-1,14,R_G1
DEU_LocationAUpper-33_10_T-1,19,R_G1
DEU_LocationAUpper-45_22_T-1,17,R_G1
DEU_LocationAUpper-38_45_T-1,10,R_G1
DEU_LocationALower-27_60_T-1,26,R_G1
DEU_LocationELower-18_20_T-1,9,R_G1
DEU_LocationFUpper-60_18_T-1,12,R_G1
DEU_LocationALower-42_43_T-1,16,R_G1
DEU_LocationDLower-9_15_T-1,9,R_G1
DEU_LocationALower-39_31_T-1,12,R_G1
DEU_LocationALower-14_11_T-1,19,R_G1
DEU_LocationALower-14_11_T-1,20,R_G1
DEU_LocationALower-14_11_T-1,22,R_G1
DEU_LocationALower-30_19_T-1,13,R_G1
DEU_LocationAUpper-44_16_T-1,8,R_G1
DEU_LocationAUpper-55_29_T-1,10,R_G1
DEU_LocationAUpper-53_19_T-1,15,R_G1
DEU_LocationAUpper-53_19_T-1,22,R_G1
DEU_LocationAUpper-53_19_T-1,24,R_G1
DEU_LocationAUpper-13_11_T-1,18,R_G1
DEU_LocationALower-33_38_T-1,25,R_G1
DEU_LocationALower-55_19_T-1,17,R_G1
DEU_LocationAUpper-35_26_T-1,11,R_G1
DEU_LocationAUpper-35_26_T-1,16,R_G1
DEU_LocationAUpper-35_26_T-1,19,R_G1
DEU_LocationDUpper-8_45_T-1,8,R_G1
